timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1694183981989,229,Get SR link result,200,OK,Full flow for N users 2-1,text,true,,629,267,1,1,https://dev.guardianservice.app/api/v1/tasks/3d969ce0-a340-49fc-b387-4311aadb3464,229,0,0
1694183985236,228,Get SR link result,200,OK,Full flow for N users 2-1,text,true,,802,267,1,1,https://dev.guardianservice.app/api/v1/tasks/3d969ce0-a340-49fc-b387-4311aadb3464,228,0,0
1694183988483,229,Get SR link result,200,OK,Full flow for N users 2-1,text,true,,802,267,1,1,https://dev.guardianservice.app/api/v1/tasks/3d969ce0-a340-49fc-b387-4311aadb3464,229,0,0
1694183991736,228,Get SR link result,200,OK,Full flow for N users 2-1,text,true,,904,267,1,1,https://dev.guardianservice.app/api/v1/tasks/3d969ce0-a340-49fc-b387-4311aadb3464,228,0,0
1694183994989,230,Get SR link result,200,OK,Full flow for N users 2-1,text,true,,1004,267,1,1,https://dev.guardianservice.app/api/v1/tasks/3d969ce0-a340-49fc-b387-4311aadb3464,230,0,0
1694183998233,228,Get SR link result,200,OK,Full flow for N users 2-1,text,true,,1324,267,1,1,https://dev.guardianservice.app/api/v1/tasks/3d969ce0-a340-49fc-b387-4311aadb3464,228,0,0
1694183998467,231,Verify link,200,OK,Full flow for N users 2-1,text,true,,1324,267,1,1,https://dev.guardianservice.app/api/v1/tasks/3d969ce0-a340-49fc-b387-4311aadb3464,231,0,0
1694183972152,26545,User creation(SR side),200,"Number of samples in transaction : 17, number of failing samples : 0",Full flow for N users 2-1,,true,,10887,5384,1,1,null,0,2,1
1694183998699,15161,Generate user hedera data,200,"Number of samples in transaction : 8, number of failing samples : 0",Full flow for N users 2-1,,true,,4899,4632,1,1,null,0,0,0
1694183998699,10,Login by SR OS,200,OK,Full flow for N users 2-1,text,true,,688,629,1,1,http://localhost:3000/api/v1/accounts/login,10,0,0
1694183998709,8,Generate user keys,202,Accepted,Full flow for N users 2-1,text,true,,371,553,1,1,http://localhost:3000/api/v1/demo/push/random-key,8,0,0
1694184001732,9,Get user key gen result,200,OK,Full flow for N users 2-1,text,true,,575,575,1,1,http://localhost:3000/api/v1/tasks/23f28bd8-537b-4d0c-8f00-d14e370f87bb,9,0,0
1694184004759,9,Get user key gen result,200,OK,Full flow for N users 2-1,text,true,,575,575,1,1,http://localhost:3000/api/v1/tasks/23f28bd8-537b-4d0c-8f00-d14e370f87bb,9,0,0
1694184007787,13,Get user key gen result,200,OK,Full flow for N users 2-1,text,true,,575,575,1,1,http://localhost:3000/api/v1/tasks/23f28bd8-537b-4d0c-8f00-d14e370f87bb,13,0,0
1694184010810,10,Get user key gen result,200,OK,Full flow for N users 2-1,text,true,,575,575,1,1,http://localhost:3000/api/v1/tasks/23f28bd8-537b-4d0c-8f00-d14e370f87bb,10,0,0
1694184013833,13,Get user key gen result,200,OK,Full flow for N users 2-1,text,true,,770,575,1,1,http://localhost:3000/api/v1/tasks/23f28bd8-537b-4d0c-8f00-d14e370f87bb,13,0,0
1694184013853,7,Get user keys,200,OK,Full flow for N users 2-1,text,true,,770,575,1,1,http://localhost:3000/api/v1/tasks/23f28bd8-537b-4d0c-8f00-d14e370f87bb,7,0,0
1694184013861,7510,Link user,200,"Number of samples in transaction : 6, number of failing samples : 0",Full flow for N users 2-1,,true,,4329,3205,1,1,null,0,0,0
1694184013861,254,Login by user,200,OK,Full flow for N users 2-1,text,true,,600,396,1,1,https://dev.guardianservice.app/api/v1/accounts/login,254,0,0
1694184014116,253,Get SR DID,200,OK,Full flow for N users 2-1,text,true,,384,496,1,1,https://dev.guardianservice.app/api/v1/accounts/standard-registries,253,0,0
1694184014376,259,Link user profile,202,Accepted,Full flow for N users 2-1,text,true,,348,783,1,1,https://dev.guardianservice.app/api/v1/profiles/push/apiuser1,259,0,0
1694184017649,229,Get user link result,200,OK,Full flow for N users 2-1,text,true,,583,510,1,1,https://dev.guardianservice.app/api/v1/tasks/0c00d811-6f83-4beb-9baa-7ab92f283ea6,229,0,0
1694184020893,235,Get user link result,200,OK,Full flow for N users 2-1,text,true,,1207,510,1,1,https://dev.guardianservice.app/api/v1/tasks/0c00d811-6f83-4beb-9baa-7ab92f283ea6,235,0,0
1694184021142,229,Verify link,200,OK,Full flow for N users 2-1,text,true,,1207,510,1,1,https://dev.guardianservice.app/api/v1/tasks/0c00d811-6f83-4beb-9baa-7ab92f283ea6,229,0,0
1694183998699,22671,User creation(user side),200,"Number of samples in transaction : 17, number of failing samples : 0",Full flow for N users 2-1,,true,,9228,7837,1,1,null,0,3,0
1694183969199,52174,User creation flow,200,"Number of samples in transaction : 44, number of failing samples : 0",Full flow for N users 2-1,,true,,24956,17606,1,1,null,0,0,469
1694184021374,521,Get tenant,200,"Number of samples in transaction : 2, number of failing samples : 0",Full flow for N users 2-1,,true,,1251,981,1,1,null,0,0,0
1694184021375,245,Login by Admin,200,OK,Full flow for N users 2-1,text,true,,512,531,1,1,https://dev.guardianservice.app/api/v1/accounts/login,245,0,0
1694184021621,274,Get Tenant Id,200,OK,Full flow for N users 2-1,text,true,,739,450,1,1,https://dev.guardianservice.app/api/v1/tenants/user,274,0,0
1694184021896,52578,Import,200,"Number of samples in transaction : 8, number of failing samples : 0",Full flow for N users 2-1,,true,,14102,5013,1,1,null,0,0,482
1694184021896,250,Login by SR,200,OK,Full flow for N users 2-1,text,true,,796,609,1,1,https://dev.guardianservice.app/api/v1/accounts/login,250,0,0
1694184022147,265,Import Policy,202,Accepted,Full flow for N users 2-1,text,true,,348,672,1,1,https://dev.guardianservice.app/api/v1/policies/push/import/message,265,0,0
1694184032430,717,Get policy import result,200,OK,Full flow for N users 2-1,text,true,,1193,622,1,1,https://dev.guardianservice.app/api/v1/tasks/66ce5bb1-fb8b-4ef7-a448-0ada31c17aa2,717,0,482
1694184043175,249,Get policy import result,200,OK,Full flow for N users 2-1,text,true,,1524,622,1,1,https://dev.guardianservice.app/api/v1/tasks/66ce5bb1-fb8b-4ef7-a448-0ada31c17aa2,249,0,0
1694184053456,249,Get policy import result,200,OK,Full flow for N users 2-1,text,true,,2127,622,1,1,https://dev.guardianservice.app/api/v1/tasks/66ce5bb1-fb8b-4ef7-a448-0ada31c17aa2,249,0,0
1694184063719,248,Get policy import result,200,OK,Full flow for N users 2-1,text,true,,2414,622,1,1,https://dev.guardianservice.app/api/v1/tasks/66ce5bb1-fb8b-4ef7-a448-0ada31c17aa2,248,0,0
1694184073978,250,Get policy import result,200,OK,Full flow for N users 2-1,text,true,,2850,622,1,1,https://dev.guardianservice.app/api/v1/tasks/66ce5bb1-fb8b-4ef7-a448-0ada31c17aa2,250,0,0
1694184074242,232,Get policy id,200,OK,Full flow for N users 2-1,text,true,,2850,622,1,1,https://dev.guardianservice.app/api/v1/tasks/66ce5bb1-fb8b-4ef7-a448-0ada31c17aa2,231,0,0
1694184074475,73100,Publish,200,"Number of samples in transaction : 9, number of failing samples : 0",Full flow for N users 2-1,,true,,21253,5740,1,1,null,0,0,479
1694184074475,251,Login by SR,200,OK,Full flow for N users 2-1,text,true,,796,707,1,1,https://dev.guardianservice.app/api/v1/accounts/login,251,0,0
1694184074727,270,Publish Policy,202,Accepted,Full flow for N users 2-1,text,true,,348,679,1,1,https://dev.guardianservice.app/api/v1/policies/push/64fb32806b663286793d91eb/publish,270,0,0
1694184085011,250,Get policy publish result,200,OK,Full flow for N users 2-1,text,true,,941,622,1,1,https://dev.guardianservice.app/api/v1/tasks/28b27151-c386-4f3b-bf9a-1a4ed0e4cdca,250,0,0
1694184095288,712,Get policy publish result,200,OK,Full flow for N users 2-1,text,true,,1073,622,1,1,https://dev.guardianservice.app/api/v1/tasks/28b27151-c386-4f3b-bf9a-1a4ed0e4cdca,712,0,479
1694184106021,249,Get policy publish result,200,OK,Full flow for N users 2-1,text,true,,1292,622,1,1,https://dev.guardianservice.app/api/v1/tasks/28b27151-c386-4f3b-bf9a-1a4ed0e4cdca,249,0,0
1694184116281,249,Get policy publish result,200,OK,Full flow for N users 2-1,text,true,,1667,622,1,1,https://dev.guardianservice.app/api/v1/tasks/28b27151-c386-4f3b-bf9a-1a4ed0e4cdca,249,0,0
1694184126557,248,Get policy publish result,200,OK,Full flow for N users 2-1,text,true,,1880,622,1,1,https://dev.guardianservice.app/api/v1/tasks/28b27151-c386-4f3b-bf9a-1a4ed0e4cdca,248,0,0
1694184136833,250,Get policy publish result,200,OK,Full flow for N users 2-1,text,true,,2423,622,1,1,https://dev.guardianservice.app/api/v1/tasks/28b27151-c386-4f3b-bf9a-1a4ed0e4cdca,250,0,0
1694184147099,476,Get policy publish result,200,OK,Full flow for N users 2-1,text,true,,10833,622,1,1,https://dev.guardianservice.app/api/v1/tasks/28b27151-c386-4f3b-bf9a-1a4ed0e4cdca,249,0,0
1694184021896,125696,Policy import and publish,200,"Number of samples in transaction : 20, number of failing samples : 0",Full flow for N users 2-1,,true,,35355,10753,1,1,null,0,0,961
1694184021374,126218,Policy workflow,200,"Number of samples in transaction : 23, number of failing samples : 0",Full flow for N users 2-1,,true,,36606,11734,1,1,null,0,0,961
1694184147593,5116,Token associate,200,"Number of samples in transaction : 4, number of failing samples : 0",Full flow for N users 2-1,,true,,2455,2392,1,1,null,0,0,0
1694184147593,249,Login by user,200,OK,Full flow for N users 2-1,text,true,,770,597,1,1,https://dev.guardianservice.app/api/v1/accounts/login,249,0,0
1694184147843,1358,Get tokens,200,OK,Full flow for N users 2-1,text,true,,663,571,1,1,https://dev.guardianservice.app/api/v1/tokens,1358,0,0
1694184149212,250,Associate token,202,Accepted,Full flow for N users 2-1,text,true,,347,617,1,1,https://dev.guardianservice.app/api/v1/tokens/push/0.0.1197570/associate,250,0,0
1694184152474,234,Get associate result,200,OK,Full flow for N users 2-1,text,true,,675,607,1,1,https://dev.guardianservice.app/api/v1/tasks/bd2c2f31-9c79-496e-88da-7b4f0e929770,234,0,0
1694184152719,8406,Grant KYC,200,"Number of samples in transaction : 5, number of failing samples : 0",Full flow for N users 2-1,,true,,2951,3189,1,1,null,0,0,1404
1694184152719,252,Login by SR,200,OK,Full flow for N users 2-1,text,true,,796,707,1,1,https://dev.guardianservice.app/api/v1/accounts/login,252,0,0
1694184152972,930,WS open for kyc grant,101,Switching Protocols,Full flow for N users 2-1,,true,,230,597,1,1,null,0,0,930
1694184153903,248,Grant KYC,202,Accepted,Full flow for N users 2-1,text,true,,347,641,1,1,https://dev.guardianservice.app/api/v1/tokens/push/0.0.1197570/apiuser1/grant-kyc,248,0,0
1694184157166,708,Get tokens,200,OK,Full flow for N users 2-1,text,true,,601,622,1,1,https://dev.guardianservice.app/api/v1/tasks/4a494db0-02b3-4061-a384-28b8de97c297,707,0,474
1694184160893,232,Get tokens,200,OK,Full flow for N users 2-1,text,true,,977,622,1,1,https://dev.guardianservice.app/api/v1/tasks/4a494db0-02b3-4061-a384-28b8de97c297,232,0,0
1694184147593,13547,Tokens workflow,200,"Number of samples in transaction : 12, number of failing samples : 0",Full flow for N users 2-1,,true,,5406,5581,1,1,null,0,0,1404
1694184161139,251,Login by user,200,OK,Full flow for N users 2-1,text,true,,770,694,1,1,https://dev.guardianservice.app/api/v1/accounts/login,251,0,0
1694184161391,260,Get block for waiting app creation,200,OK,Full flow for N users 2-1,text,true,,321,619,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/wait_for_approve,259,0,0
1694184161652,260,Get block for waiting app approve,200,OK,Full flow for N users 2-1,text,true,,321,615,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/devices_grid,260,0,0
1694184161913,266,Get block for waiting device,200,OK,Full flow for N users 2-1,text,true,,321,615,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/devices_grid,265,0,0
1694184162180,261,Get block for waiting issue request,200,OK,Full flow for N users 2-1,text,true,,321,622,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/issue_requests_grid,261,0,0
1694184162442,19231,Application creation,200,"Number of samples in transaction : 8, number of failing samples : 0",Full flow for N users 2-1,,true,,38795,7913,1,1,null,0,0,0
1694184162442,257,Login by user,200,OK,Full flow for N users 2-1,text,true,,770,694,1,1,https://dev.guardianservice.app/api/v1/accounts/login,257,0,0
1694184162700,4739,Choose registrant,200,OK,Full flow for N users 2-1,text,true,,278,672,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/choose_role/blocks,4739,0,0
1694184167440,525,Get application schema,200,OK,Full flow for N users 2-1,text,true,,33265,628,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/create_application/blocks,293,0,0
1694184167980,541,Create application,200,OK,Full flow for N users 2-1,text,true,,3375,3351,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/create_application/blocks,540,0,0
1694184171526,269,Get application creation status,200,OK,Full flow for N users 2-1,,true,,227,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/6b17964c-a7c5-4007-a857-e16db2d95b1a,269,0,0
1694184174809,274,Get application creation status,200,OK,Full flow for N users 2-1,,true,,227,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/6b17964c-a7c5-4007-a857-e16db2d95b1a,274,0,0
1694184178107,276,Get application creation status,200,OK,Full flow for N users 2-1,,true,,227,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/6b17964c-a7c5-4007-a857-e16db2d95b1a,276,0,0
1694184181401,272,Get application creation status,200,OK,Full flow for N users 2-1,text,true,,426,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/6b17964c-a7c5-4007-a857-e16db2d95b1a,272,0,0
1694184182543,6857,Get result for app approve,200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,0,0
1694184181678,7717,Role approve,200,"Number of samples in transaction : 6, number of failing samples : 0",Full flow for N users 2-1,,true,,8533,7762,1,1,null,0,0,0
1694184181678,273,Login by SR,200,OK,Full flow for N users 2-1,text,true,,796,707,1,1,https://dev.guardianservice.app/api/v1/accounts/login,273,0,0
1694184181952,298,Get applications,200,OK,Full flow for N users 2-1,text,true,,5085,641,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/registrants_grid/blocks,297,0,0
1694184182258,285,Approve application,200,OK,Full flow for N users 2-1,,true,,186,4436,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/approve_registrant_btn/blocks,285,0,0
1694184182544,253,Login by user,200,OK,Full flow for N users 2-1,text,true,,770,694,1,1,https://dev.guardianservice.app/api/v1/accounts/login,253,0,0
1694184185814,268,Get block for approve result,200,OK,Full flow for N users 2-1,,true,,227,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/549d4109-f25a-4064-8694-b09de8e67cf6,268,0,0
1694184189114,281,Get block for approve result,200,OK,Full flow for N users 2-1,text,true,,1469,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/549d4109-f25a-4064-8694-b09de8e67cf6,281,0,0
1694184189400,11886,Device creation,200,"Number of samples in transaction : 5, number of failing samples : 0",Full flow for N users 2-1,,true,,53953,9389,1,1,null,0,0,0
1694184189400,251,Login by user,200,OK,Full flow for N users 2-1,text,true,,770,694,1,1,https://dev.guardianservice.app/api/v1/accounts/login,251,0,0
1694184189652,771,Get device schema,200,OK,Full flow for N users 2-1,text,true,,41813,628,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/create_device_form/blocks,312,0,0
1694184190471,4213,Create device,200,OK,Full flow for N users 2-1,text,true,,4040,6783,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/create_device_form/blocks,4213,0,0
1694184197695,294,Get device creation status,200,OK,Full flow for N users 2-1,text,true,,1469,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/549d4109-f25a-4064-8694-b09de8e67cf6,294,0,0
1694184201001,285,Get device creation status,200,OK,Full flow for N users 2-1,text,true,,5861,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/549d4109-f25a-4064-8694-b09de8e67cf6,285,0,0
1694184202129,6861,Get result for device approve,200,"Number of samples in transaction : 3, number of failing samples : 0",,,true,,0,0,0,0,null,0,0,0
1694184201290,7697,Device approve,200,"Number of samples in transaction : 6, number of failing samples : 0",Full flow for N users 2-1,,true,,15201,8427,1,1,null,0,0,0
1694184201290,251,Login by SR,200,OK,Full flow for N users 2-1,text,true,,796,707,1,1,https://dev.guardianservice.app/api/v1/accounts/login,251,0,0
1694184201543,292,Get devices,200,OK,Full flow for N users 2-1,text,true,,6108,645,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/approve_devices_grid/blocks,291,0,0
1694184201850,278,Approve device,200,OK,Full flow for N users 2-1,,true,,186,5097,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/approve_device_btn/blocks,278,0,0
1694184202129,248,Login by user,200,OK,Full flow for N users 2-1,text,true,,770,694,1,1,https://dev.guardianservice.app/api/v1/accounts/login,248,0,0
1694184205393,284,Get device approve result,200,OK,Full flow for N users 2-1,text,true,,1469,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/549d4109-f25a-4064-8694-b09de8e67cf6,284,0,0
1694184208694,292,Get device approve result,200,OK,Full flow for N users 2-1,text,true,,5872,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/549d4109-f25a-4064-8694-b09de8e67cf6,291,0,0
1694184208991,8407,Issue creation,200,"Number of samples in transaction : 6, number of failing samples : 0",Full flow for N users 2-1,,true,,53634,10169,1,1,null,0,0,0
1694184208991,249,Login by user,200,OK,Full flow for N users 2-1,text,true,,770,694,1,1,https://dev.guardianservice.app/api/v1/accounts/login,249,0,0
1694184209241,281,Get device issue row,200,OK,Full flow for N users 2-1,text,true,,5872,622,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/devices_grid/blocks,280,0,0
1694184209533,518,Get issue schema,200,OK,Full flow for N users 2-1,text,true,,37294,635,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/create_issue_request_form/blocks,286,0,0
1694184210085,702,Approve device,200,OK,Full flow for N users 2-1,text,true,,3508,6934,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/create_issue_request_form/blocks,702,0,0
1694184213792,292,Get issue creation status,200,OK,Full flow for N users 2-1,text,true,,1157,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/435dfa34-da55-4a21-ad47-9f49de087c3b,292,0,0
1694184217096,302,Get issue creation status,200,OK,Full flow for N users 2-1,text,true,,5033,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/435dfa34-da55-4a21-ad47-9f49de087c3b,301,0,0
1694184218722,3585,Get result for issue request approve,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,0,0,0
1694184217403,4896,Issue approve,200,"Number of samples in transaction : 5, number of failing samples : 0",Full flow for N users 2-1,,true,,12291,7276,1,1,null,0,0,471
1694184217403,724,Login by SR,200,OK,Full flow for N users 2-1,text,true,,796,707,1,1,https://dev.guardianservice.app/api/v1/accounts/login,724,0,471
1694184218127,298,Get issues,200,OK,Full flow for N users 2-1,text,true,,5511,653,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/issue_requests_grid(evident)/blocks,298,0,0
1694184218444,277,Approve device,200,OK,Full flow for N users 2-1,,true,,186,4580,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/tag/approve_issue_requests_btn/blocks,277,0,0
1694184218722,253,Login by user,200,OK,Full flow for N users 2-1,text,true,,770,694,1,1,https://dev.guardianservice.app/api/v1/accounts/login,253,0,0
1694184221999,300,Get issue approve result,200,OK,Full flow for N users 2-1,text,true,,5028,642,1,1,https://dev.guardianservice.app/api/v1/policies/64fb32806b663286793d91eb/blocks/435dfa34-da55-4a21-ad47-9f49de087c3b,299,0,0
1694184222307,19486,Token minting verify,200,"Number of samples in transaction : 5, number of failing samples : 0",Full flow for N users 2-1,,true,,3484,2978,1,1,null,0,0,0
1694184222308,252,Login by user,200,OK,Full flow for N users 2-1,text,true,,770,694,1,1,https://dev.guardianservice.app/api/v1/accounts/login,252,0,0
1694184225576,1168,Balance verify,200,OK,Full flow for N users 2-1,text,true,,675,571,1,1,https://dev.guardianservice.app/api/v1/tokens,1168,0,0
1694184229752,2448,Balance verify,200,OK,Full flow for N users 2-1,text,true,,675,571,1,1,https://dev.guardianservice.app/api/v1/tokens,2448,0,0
1694184235214,916,Balance verify,200,OK,Full flow for N users 2-1,text,true,,675,571,1,1,https://dev.guardianservice.app/api/v1/tokens,916,0,0
1694184239150,2643,Balance verify,200,OK,Full flow for N users 2-1,text,true,,689,571,1,1,https://dev.guardianservice.app/api/v1/tokens,2643,0,0
1694184161139,80660,Mint workflow,200,"Number of samples in transaction : 59, number of failing samples : 0",Full flow for N users 2-1,,true,,187945,57079,1,1,null,1296,0,471
1694184241803,729,Login by Admin,200,OK,Flow for tenant deletion 3-1,text,true,,512,381,1,1,https://dev.guardianservice.app/api/v1/accounts/login,728,0,479
1694184242534,281,Get tenant id,200,OK,Flow for tenant deletion 3-1,text,true,,739,450,1,1,https://dev.guardianservice.app/api/v1/tenants/user,281,0,0
1694184242816,350,Delete existing tenant,200,OK,Flow for tenant deletion 3-1,text,true,,292,533,1,1,https://dev.guardianservice.app/api/v1/tenants/delete,350,0,0
1694184241802,1360,Tenant delete,200,"Number of samples in transaction : 3, number of failing samples : 0",Flow for tenant deletion 3-1,,true,,1543,1364,1,1,null,1359,4,479
1694184241802,1360,Delete users,200,"Number of samples in transaction : 3, number of failing samples : 0",Flow for tenant deletion 3-1,,true,,1543,1364,1,1,null,1359,4,479
